NVIC_id,SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
NVIC0108,Cc1cccn2c1ncc(c2=O)c1n[nH]nn1	,Safe,0,Safe  (High Confidence),Safe,0.054,Safe  (High Confidence),Safe,0.176,Safe  (Medium Confidence),-0.12,None,Safe,0,Safe  (High Confidence),Safe,0.043,Safe  (High Confidence),Safe,0.389,Safe  (Low Confidence),Toxic,0.575,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.14,Safe  (High Confidence),1.2,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.828,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),4.08,None,Toxic,0.996,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.051,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0,Safe  (High Confidence),2.78,PIGC50% > -0.5 log ug/L: toxic,2.36,None,2.3,None,3.97,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Toxic,0.728,Toxic  (Medium Confidence),Safe,0.01,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence)
NVIC0109,O[C@@H]1[C@H](O)[C@H](O[C@H]1[n+]1cccc(c1)C(=O)N)COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)OP(=O)(O)O)n1cnc2c1ncnc2N)O)[O-]	,Safe,0,Safe  (High Confidence),Safe,0.079,Safe  (High Confidence),Toxic,0.915,Toxic  (High Confidence),-1.59,None,Toxic,0.668,Toxic  (Medium Confidence),Safe,0.159,Safe  (High Confidence),Safe,0.065,Safe  (High Confidence),Safe,0.099,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),-0.45,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.237,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),10.02,None,Toxic,1,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.042,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),-118172.18,PIGC50% > -0.5 log ug/L: toxic,1.95,None,1.79,None,160.76,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1,Toxic  (High Confidence),Safe,0.334,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0110,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc(=O)[nH]c1=O	,Safe,0.28,Safe  (Medium Confidence),Safe,0.009,Safe  (High Confidence),Toxic,0.574,Toxic  (Low Confidence),-0.94,None,Toxic,0.671,Toxic  (Medium Confidence),Safe,0.339,Safe  (Low Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.433,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),1.5,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.626,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),3.15,None,Toxic,0.963,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.067,Safe  (High Confidence),Safe,0.131,Safe  (High Confidence),Safe,0.262,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),-1.24,PIGC50% > -0.5 log ug/L: toxic,1.71,None,2.93,None,2.88,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.51,Toxic  (Low Confidence),Toxic,0.651,Toxic  (Low Confidence),Safe,0.018,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.995,Toxic  (High Confidence)
NVIC0111,OS(=O)(=O)c1ccccc1NCCOCC1=C(C(=O)OCC)C(C(=C(N1)C)C(=O)OC)c1ccccc1Cl	,Safe,0.046,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.232,Safe  (Medium Confidence),-0.57,None,Safe,0.002,Safe  (High Confidence),Toxic,0.595,Toxic  (Low Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.345,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.25,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.666,Toxic  (Low Confidence),Safe,0.09,Safe  (High Confidence),3.83,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.279,Safe  (Medium Confidence),Safe,0.005,Safe  (High Confidence),Toxic,0.88,Toxic  (High Confidence),-959.06,PIGC50% > -0.5 log ug/L: toxic,2.71,None,2.81,None,5.87,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Safe,0.283,Safe  (Medium Confidence),Safe,0.031,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence)
NVIC0112,COCC(=O)O[C@]1(CCN(CCCc2nc3c([nH]2)cccc3)C)CCc2c([C@@H]1C(C)C)ccc(c2)F	,Safe,0.03,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.676,Toxic  (Medium Confidence),0.72,None,Safe,0,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Toxic,0.993,Toxic  (High Confidence),Safe,0.1,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),0.22,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.765,Toxic  (Medium Confidence),Toxic,0.999,Toxic  (High Confidence),8.34,None,Toxic,1,Toxic  (High Confidence),Safe,0.356,Safe  (Low Confidence),Safe,0.054,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.651,Toxic  (Low Confidence),-681.16,PIGC50% > -0.5 log ug/L: toxic,2.32,None,1.93,None,7.03,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Safe,0.33,Safe  (Medium Confidence),Toxic,0.766,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.628,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence)
NVIC0114,OC[C@@]12SS[C@@]3(N(C1=O)[C@@H]1[C@@H](O)C=CC=C1C3)C(=O)N2C	,Safe,0,Safe  (High Confidence),Safe,0.337,Safe  (Low Confidence),Toxic,0.971,Toxic  (High Confidence),-1.44,None,Safe,0.082,Safe  (High Confidence),Safe,0.114,Safe  (High Confidence),Safe,0.372,Safe  (Low Confidence),Safe,0.194,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),0.6,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.558,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),2.72,None,Toxic,0.949,Toxic  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.067,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.067,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.434,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),-1.2,PIGC50% > -0.5 log ug/L: toxic,2.61,None,2.04,None,3.65,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.905,Toxic  (High Confidence),Toxic,0.676,Toxic  (Medium Confidence),Safe,0.105,Safe  (High Confidence),Safe,0.058,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence)
NVIC0115,NC(=O)C[C@@H]1NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N)CCCN=C(N)N)N	,Safe,0.017,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),-441520.76,None,Safe,0,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Toxic,0.602,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-0.59,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.787,Toxic  (Medium Confidence),Toxic,0.618,Toxic  (Low Confidence),4.05,None,Toxic,1,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.08,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.256,Safe  (Medium Confidence),Toxic,0.651,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),-34454607437,PIGC50% > -0.5 log ug/L: toxic,4.23,None,74.63,None,43491622,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0116,Cl[La](Cl)Cl	,Safe,0.036,Safe  (High Confidence),Toxic,0.625,Toxic  (Low Confidence),Safe,0.376,Safe  (Low Confidence),1.03,None,Safe,0.039,Safe  (High Confidence),Toxic,0.766,Toxic  (Medium Confidence),Toxic,0.575,Toxic  (Low Confidence),Safe,0.147,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Toxic,1,Toxic  (High Confidence),1.04,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.628,Toxic  (Low Confidence),Safe,0.061,Safe  (High Confidence),5.74,None,Safe,0.123,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.112,Safe  (High Confidence),Safe,0.052,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.115,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),3.57,PIGC50% > -0.5 log ug/L: toxic,2.71,None,1.39,None,3.98,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.001,Safe  (High Confidence),Toxic,0.688,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.045,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0117,OP(=O)(O)OOP(=O)(O)OCCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC	,Safe,0.034,Safe  (High Confidence),Toxic,0.693,Toxic  (Medium Confidence),Toxic,0.555,Toxic  (Low Confidence),1.39,None,Safe,0.064,Safe  (High Confidence),Toxic,0.911,Toxic  (High Confidence),Toxic,0.869,Toxic  (High Confidence),Safe,0.304,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.07,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.588,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),8.44,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.07,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.062,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.056,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),-30.26,PIGC50% > -0.5 log ug/L: toxic,2.65,None,0.98,None,4.14,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.996,Toxic  (High Confidence),Toxic,0.525,Toxic  (Low Confidence),Safe,0.002,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0118,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@@H](CCCC(O)(C)C)C)C)C1)C	,Safe,0.292,Safe  (Medium Confidence),Safe,0.079,Safe  (High Confidence),Toxic,0.983,Toxic  (High Confidence),0.41,None,Safe,0.014,Safe  (High Confidence),Safe,0.223,Safe  (Medium Confidence),Toxic,0.509,Toxic  (Low Confidence),Safe,0.377,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),0.92,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.514,Toxic  (Low Confidence),Toxic,0.993,Toxic  (High Confidence),5.51,None,Safe,0.006,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.628,Toxic  (Low Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.435,Safe  (Low Confidence),Safe,0.097,Safe  (High Confidence),Toxic,0.538,Toxic  (Low Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.374,Safe  (Low Confidence),-17.28,PIGC50% > -0.5 log ug/L: toxic,2.2,None,1.79,None,3.92,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.994,Toxic  (High Confidence),Toxic,0.738,Toxic  (Medium Confidence),Safe,0.471,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.066,Safe  (High Confidence),Safe,0.321,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence)
NVIC0120,Clc1cc(Cl)c2c(c1)[nH]c(=O)c(c2O)SCCCc1cncnc1	,Safe,0.001,Safe  (High Confidence),Safe,0.052,Safe  (High Confidence),Safe,0.39,Safe  (Low Confidence),1.35,None,Safe,0,Safe  (High Confidence),Safe,0.373,Safe  (Low Confidence),Toxic,0.947,Toxic  (High Confidence),Toxic,0.608,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),0.34,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.797,Toxic  (Medium Confidence),Safe,0.024,Safe  (High Confidence),4.8,None,Toxic,0.975,Toxic  (High Confidence),Toxic,0.647,Toxic  (Low Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.059,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.548,Toxic  (Low Confidence),Safe,0.062,Safe  (High Confidence),Safe,0.232,Safe  (Medium Confidence),2.84,PIGC50% > -0.5 log ug/L: toxic,2.31,None,1.58,None,4.73,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.882,Toxic  (High Confidence),Toxic,0.634,Toxic  (Low Confidence),Safe,0.389,Safe  (Low Confidence),Safe,0.009,Safe  (High Confidence),Toxic,0.579,Toxic  (Low Confidence),Toxic,0.608,Toxic  (Low Confidence),Safe,0.032,Safe  (High Confidence)
NVIC0121,C[C@@H](C[C@H](/C(=C/C(=O)[C@H](C[C@H](C[C@@H](CCC(=O)O)C)C)C)/O)C)C/C=C/[C@H]([C@H]([C@H]([C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]1CC[C@@](O1)(C)[C@H](O)C)O)C)O)C	,Safe,0.082,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.955,Toxic  (High Confidence),-2.39,None,Safe,0.033,Safe  (High Confidence),Safe,0.077,Safe  (High Confidence),Safe,0.104,Safe  (High Confidence),Safe,0.179,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),-0.44,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.465,Safe  (Low Confidence),Safe,0.399,Safe  (Low Confidence),6.3,None,Safe,0.198,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.571,Toxic  (Low Confidence),Safe,0.155,Safe  (High Confidence),Toxic,0.658,Toxic  (Low Confidence),-124769.3,PIGC50% > -0.5 log ug/L: toxic,4.1,None,2.43,None,170.78,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.776,Toxic  (Medium Confidence),Safe,0.355,Safe  (Low Confidence),Toxic,0.589,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Toxic,0.789,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence)
NVIC0122,O=C1CN(C(=O)N1)/N=C/c1ccc(o1)c1ccc(cc1)[N+](=O)[O-]	,Toxic,1,Toxic  (High Confidence),Safe,0.411,Safe  (Low Confidence),Safe,0.168,Safe  (Medium Confidence),0.11,None,Safe,0.001,Safe  (High Confidence),Toxic,0.888,Toxic  (High Confidence),Toxic,0.796,Toxic  (Medium Confidence),Toxic,0.936,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.057,Safe  (High Confidence),0.28,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.787,Toxic  (Medium Confidence),Safe,0.191,Safe  (Medium Confidence),6.36,None,Toxic,0.999,Toxic  (High Confidence),Toxic,0.922,Toxic  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.426,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.262,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),1.12,PIGC50% > -0.5 log ug/L: toxic,2.6,None,2.11,None,4.4,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.237,Safe  (Medium Confidence),Toxic,0.718,Toxic  (Medium Confidence),Toxic,0.954,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.148,Safe  (High Confidence),Toxic,0.993,Toxic  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0123,COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN([C@H]4Cc1ccc(Oc4cc(C[C@@H]3N(CC2)C)ccc4OC)cc1)C	,Toxic,0.95,Toxic  (High Confidence),Safe,0.102,Safe  (High Confidence),Toxic,0.996,Toxic  (High Confidence),1.94,None,Safe,0,Safe  (High Confidence),Safe,0.073,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Safe,0.172,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),0.1,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.378,Safe  (Low Confidence),Toxic,0.998,Toxic  (High Confidence),9.95,None,Toxic,1,Toxic  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.208,Safe  (Medium Confidence),Safe,0.022,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.048,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.231,Safe  (Medium Confidence),-178952.09,PIGC50% > -0.5 log ug/L: toxic,2.67,None,0.46,None,233.26,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.997,Toxic  (High Confidence),Safe,0.387,Safe  (Low Confidence),Safe,0.023,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.192,Safe  (Medium Confidence),Safe,0.007,Safe  (High Confidence)
