NVIC_ID,SMILES,[Metabolism/Breast Cancer Resistance Protein] Predictions,[Metabolism/Breast Cancer Resistance Protein] Probability,[Metabolism/Breast Cancer Resistance Protein] Interpretation,[Metabolism/CYP 1A2 Inhibitor] Predictions,[Metabolism/CYP 1A2 Inhibitor] Probability,[Metabolism/CYP 1A2 Inhibitor] Interpretation,[Metabolism/CYP 1A2_substrate] Predictions,[Metabolism/CYP 1A2_substrate] Probability,[Metabolism/CYP 1A2_substrate] Interpretation,[Metabolism/CYP 2C19 Inhibitor] Predictions,[Metabolism/CYP 2C19 Inhibitor] Probability,[Metabolism/CYP 2C19 Inhibitor] Interpretation,[Metabolism/CYP 2C19_substrate] Predictions,[Metabolism/CYP 2C19_substrate] Probability,[Metabolism/CYP 2C19_substrate] Interpretation,[Metabolism/CYP 2C9 Inhibitor] Predictions,[Metabolism/CYP 2C9 Inhibitor] Probability,[Metabolism/CYP 2C9 Inhibitor] Interpretation,[Metabolism/CYP 2C9 Substrate] Predictions,[Metabolism/CYP 2C9 Substrate] Probability,[Metabolism/CYP 2C9 Substrate] Interpretation,[Metabolism/CYP 2D6 Inhibitor] Predictions,[Metabolism/CYP 2D6 Inhibitor] Probability,[Metabolism/CYP 2D6 Inhibitor] Interpretation,[Metabolism/CYP 2D6 Substrate] Predictions,[Metabolism/CYP 2D6 Substrate] Probability,[Metabolism/CYP 2D6 Substrate] Interpretation,[Metabolism/CYP 3A4 Inhibitor] Predictions,[Metabolism/CYP 3A4 Inhibitor] Probability,[Metabolism/CYP 3A4 Inhibitor] Interpretation,[Metabolism/CYP 3A4 Substrate] Predictions,[Metabolism/CYP 3A4 Substrate] Probability,[Metabolism/CYP 3A4 Substrate] Interpretation,[Metabolism/OATP1B1] Predictions,[Metabolism/OATP1B1] Probability,[Metabolism/OATP1B1] Interpretation,[Metabolism/OATP1B3] Predictions,[Metabolism/OATP1B3] Probability,[Metabolism/OATP1B3] Interpretation
NVIC0058,"OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC	",Non-Inhibitor,0.012,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.329,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.345,Non-Substrate  (Low Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.365,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.161,Non-Substrate  (High Confidence),Non-Inhibitor,0.028,Non-Inhibitor  (High Confidence),Non-Substrate,0.126,Non-Substrate  (High Confidence),Non-Inhibitor,0.031,Non-Inhibitor  (High Confidence),Substrate,0.597,Substrate  (Low Confidence),Non-Inhibitor,0.237,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.191,Non-Inhibitor  (Medium Confidence)
NVIC0059,"OC(=O)c1ccc2c(c1)[nH]cc(c2=O)C(=O)O	",Non-Inhibitor,0.182,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.228,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.027,Non-Substrate  (High Confidence),Non-Inhibitor,0.068,Non-Inhibitor  (High Confidence),Non-Substrate,0.165,Non-Substrate  (High Confidence),Non-Inhibitor,0.08,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.091,Non-Substrate  (High Confidence),Non-Inhibitor,0.014,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.053,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.063,Non-Inhibitor  (High Confidence)
NVIC0060,"Cc1cc(ccc1N1C(=O)CC2(C1=O)CCCC2)c1ccc(c(c1)C)N1C(=O)CC2(C1=O)CCCC2	",Inhibitor,0.951,Inhibitor  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.552,Substrate  (Low Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.351,Non-Substrate  (Low Confidence),Non-Inhibitor,0.018,Non-Inhibitor  (High Confidence),Non-Substrate,0.002,Non-Substrate  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.273,Non-Substrate  (Medium Confidence),Inhibitor,0.585,Inhibitor  (Low Confidence),Non-Substrate,0.112,Non-Substrate  (High Confidence),Non-Inhibitor,0.104,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.164,Non-Inhibitor  (High Confidence)
NVIC0061,"NCC1(CCCCC1)CC(=O)O	",Non-Inhibitor,0.187,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.011,Non-Inhibitor  (High Confidence),Non-Substrate,0.098,Non-Substrate  (High Confidence),Non-Inhibitor,0.044,Non-Inhibitor  (High Confidence),Non-Substrate,0.298,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.005,Non-Inhibitor  (High Confidence),Substrate,0.975,Substrate  (High Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.328,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.01,Non-Inhibitor  (High Confidence),Non-Substrate,0.008,Non-Substrate  (High Confidence),Non-Inhibitor,0.009,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.049,Non-Inhibitor  (High Confidence)
NVIC0062,"C[N+](=C1C=CC(=C(c2ccc(cc2)N(C)C)c2ccc(cc2)N(C)C)C=C1)C	",Inhibitor,0.944,Inhibitor  (High Confidence),Inhibitor,0.989,Inhibitor  (High Confidence),Substrate,0.723,Substrate  (Medium Confidence),Inhibitor,0.948,Inhibitor  (High Confidence),Non-Substrate,0.482,Non-Substrate  (Low Confidence),Non-Inhibitor,0.011,Non-Inhibitor  (High Confidence),Non-Substrate,0.293,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.013,Non-Inhibitor  (High Confidence),Substrate,0.582,Substrate  (Low Confidence),Non-Inhibitor,0.29,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.152,Non-Substrate  (High Confidence),Non-Inhibitor,0.107,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.063,Non-Inhibitor  (High Confidence)
NVIC0063,"CC1=CC(=O)c2c3c1c1C(=CC(=O)c4c1c1c3c3c(c2O)c(O)cc(c3c2c1c(c4O)c(O)cc2O)O)C	",Inhibitor,1,Inhibitor  (High Confidence),Non-Inhibitor,0.249,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.011,Non-Substrate  (High Confidence),Inhibitor,1,Inhibitor  (High Confidence),Non-Substrate,0.142,Non-Substrate  (High Confidence),Non-Inhibitor,0.031,Non-Inhibitor  (High Confidence),Substrate,0.993,Substrate  (High Confidence),Non-Inhibitor,0.039,Non-Inhibitor  (High Confidence),Non-Substrate,0.023,Non-Substrate  (High Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.461,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.485,Non-Inhibitor  (Low Confidence)
NVIC0064,"OCC(CNC(=O)c1c(I)c(N(C(=O)C)CC(CN(c2c(I)c(C(=O)NCC(CO)O)c(c(c2I)C(=O)NCC(CO)O)I)C(=O)C)O)c(c(c1I)C(=O)NCC(CO)O)I)O	",Non-Inhibitor,0.166,Non-Inhibitor  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.004,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.333,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.039,Non-Substrate  (High Confidence),Non-Inhibitor,0.013,Non-Inhibitor  (High Confidence),Non-Substrate,0.037,Non-Substrate  (High Confidence),Non-Inhibitor,0.166,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.253,Non-Inhibitor  (Medium Confidence)
NVIC0065,"OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc(n1)C(=O)N	",Non-Inhibitor,0.02,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.009,Non-Inhibitor  (High Confidence),Non-Substrate,0.033,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.34,Non-Substrate  (Low Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.262,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.156,Non-Substrate  (High Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.012,Non-Inhibitor  (High Confidence)
NVIC0066,"CC(C[C@@H](B(O)O)NC(=O)[C@@H](NC(=O)c1cnccn1)Cc1ccccc1)C	",Non-Inhibitor,0.4,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.193,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.067,Non-Substrate  (High Confidence),Non-Inhibitor,0.27,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.446,Non-Substrate  (Low Confidence),Non-Inhibitor,0.03,Non-Inhibitor  (High Confidence),Substrate,0.912,Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.321,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.237,Non-Inhibitor  (Medium Confidence),Substrate,0.831,Substrate  (Medium Confidence),Non-Inhibitor,0.25,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.137,Non-Inhibitor  (High Confidence)
NVIC0067,"O=C(C(F)(F)F)Nc1sc2c(c1C(=O)Nc1cccc3c1cccc3)CCCC2	",Inhibitor,0.824,Inhibitor  (Medium Confidence),Inhibitor,0.998,Inhibitor  (High Confidence),Substrate,0.619,Substrate  (Low Confidence),Inhibitor,0.999,Inhibitor  (High Confidence),Non-Substrate,0.456,Non-Substrate  (Low Confidence),Inhibitor,0.968,Inhibitor  (High Confidence),Non-Substrate,0.138,Non-Substrate  (High Confidence),Non-Inhibitor,0.081,Non-Inhibitor  (High Confidence),Non-Substrate,0.288,Non-Substrate  (Medium Confidence),Inhibitor,0.751,Inhibitor  (Medium Confidence),Substrate,0.594,Substrate  (Low Confidence),Inhibitor,0.976,Inhibitor  (High Confidence),Non-Inhibitor,0.228,Non-Inhibitor  (Medium Confidence)
NVIC0068,"O[C@@H]1[C@H](O)[C@H](O[C@H]1N1C=CCC(=C1)C(=O)N)COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O)O	",Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.005,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.367,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.001,Non-Substrate  (High Confidence),Non-Inhibitor,0.01,Non-Inhibitor  (High Confidence),Non-Substrate,0.002,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.012,Non-Inhibitor  (High Confidence)
NVIC0069,"CSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N	",Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.065,Non-Substrate  (High Confidence),Non-Inhibitor,0.007,Non-Inhibitor  (High Confidence),Non-Substrate,0.264,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.095,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.187,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.005,Non-Inhibitor  (High Confidence),Non-Substrate,0.019,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.034,Non-Inhibitor  (High Confidence)
NVIC0070,"OC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCN=C(N)N)Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)N	",Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Inhibitor,0.766,Inhibitor  (Medium Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.126,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.131,Non-Substrate  (High Confidence),Non-Inhibitor,0.107,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Inhibitor,0.941,Inhibitor  (High Confidence),Non-Inhibitor,0.448,Non-Inhibitor  (Low Confidence)
NVIC0071,"Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O	",Non-Inhibitor,0.269,Non-Inhibitor  (Medium Confidence),Inhibitor,0.972,Inhibitor  (High Confidence),Substrate,0.643,Substrate  (Low Confidence),Inhibitor,0.973,Inhibitor  (High Confidence),Substrate,0.502,Substrate  (Low Confidence),Non-Inhibitor,0.348,Non-Inhibitor  (Low Confidence),Substrate,0.976,Substrate  (High Confidence),Non-Inhibitor,0.224,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.31,Non-Substrate  (Medium Confidence),Inhibitor,0.903,Inhibitor  (High Confidence),Non-Substrate,0.085,Non-Substrate  (High Confidence),Non-Inhibitor,0.151,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.069,Non-Inhibitor  (High Confidence)
NVIC0072,"CO[C@H]([C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O)C)[C@@H](C(=O)O)C	",Non-Inhibitor,0.021,Non-Inhibitor  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.073,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.394,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.163,Non-Substrate  (High Confidence),Non-Inhibitor,0.038,Non-Inhibitor  (High Confidence),Substrate,0.982,Substrate  (High Confidence),Inhibitor,0.77,Inhibitor  (Medium Confidence),Inhibitor,0.579,Inhibitor  (Low Confidence)
NVIC0073,"CCn1cc(C(=O)NCc2ccc(cc2)Cl)c(=O)c2c1cc(cc2)C(F)(F)F	",Inhibitor,0.689,Inhibitor  (Medium Confidence),Inhibitor,0.987,Inhibitor  (High Confidence),Substrate,0.769,Substrate  (Medium Confidence),Inhibitor,0.957,Inhibitor  (High Confidence),Substrate,0.516,Substrate  (Low Confidence),Non-Inhibitor,0.356,Non-Inhibitor  (Low Confidence),Substrate,0.751,Substrate  (Medium Confidence),Inhibitor,0.901,Inhibitor  (High Confidence),Non-Substrate,0.488,Non-Substrate  (Low Confidence),Inhibitor,0.659,Inhibitor  (Low Confidence),Substrate,0.581,Substrate  (Low Confidence),Inhibitor,0.542,Inhibitor  (Low Confidence),Non-Inhibitor,0.081,Non-Inhibitor  (High Confidence)
NVIC0074,"NC(=O)C1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)NCc1ccc(cc1Cl)Cl	",Inhibitor,0.749,Inhibitor  (Medium Confidence),Non-Inhibitor,0.039,Non-Inhibitor  (High Confidence),Non-Substrate,0.295,Non-Substrate  (Medium Confidence),Inhibitor,0.661,Inhibitor  (Low Confidence),Non-Substrate,0.398,Non-Substrate  (Low Confidence),Non-Inhibitor,0.316,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.006,Non-Substrate  (High Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.432,Non-Substrate  (Low Confidence),Non-Inhibitor,0.411,Non-Inhibitor  (Low Confidence),Substrate,0.82,Substrate  (Medium Confidence),Non-Inhibitor,0.263,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.087,Non-Inhibitor  (High Confidence)
NVIC0075,"CCOC(=O)C1CCN(CC1)c1cc2n(CC)cc(c(=O)c2cc1F)C(=O)NCc1ccc(cc1Cl)Cl	",Inhibitor,0.783,Inhibitor  (Medium Confidence),Non-Inhibitor,0.02,Non-Inhibitor  (High Confidence),Non-Substrate,0.419,Non-Substrate  (Low Confidence),Inhibitor,0.85,Inhibitor  (High Confidence),Non-Substrate,0.358,Non-Substrate  (Low Confidence),Inhibitor,0.62,Inhibitor  (Low Confidence),Non-Substrate,0.015,Non-Substrate  (High Confidence),Non-Inhibitor,0.078,Non-Inhibitor  (High Confidence),Non-Substrate,0.358,Non-Substrate  (Low Confidence),Non-Inhibitor,0.477,Non-Inhibitor  (Low Confidence),Substrate,0.901,Substrate  (High Confidence),Inhibitor,0.645,Inhibitor  (Low Confidence),Non-Inhibitor,0.25,Non-Inhibitor  (Medium Confidence)
NVIC0076,"CCOC(=O)N1CCN(CC1)c1cc2n(CC)cc(c(=O)c2cc1F)C(=O)NCc1ccc(cc1Cl)Cl	",Inhibitor,0.751,Inhibitor  (Medium Confidence),Non-Inhibitor,0.02,Non-Inhibitor  (High Confidence),Non-Substrate,0.376,Non-Substrate  (Low Confidence),Inhibitor,0.963,Inhibitor  (High Confidence),Substrate,0.548,Substrate  (Low Confidence),Inhibitor,0.815,Inhibitor  (Medium Confidence),Non-Substrate,0.253,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.006,Non-Inhibitor  (High Confidence),Non-Substrate,0.346,Non-Substrate  (Low Confidence),Inhibitor,0.7,Inhibitor  (Medium Confidence),Substrate,0.992,Substrate  (High Confidence),Inhibitor,0.659,Inhibitor  (Low Confidence),Non-Inhibitor,0.201,Non-Inhibitor  (Medium Confidence)
NVIC0077,"CCOC(=O)N1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)NCc1ccc(cc1Cl)Cl	",Inhibitor,0.807,Inhibitor  (Medium Confidence),Non-Inhibitor,0.022,Non-Inhibitor  (High Confidence),Non-Substrate,0.314,Non-Substrate  (Medium Confidence),Inhibitor,0.965,Inhibitor  (High Confidence),Substrate,0.536,Substrate  (Low Confidence),Inhibitor,0.94,Inhibitor  (High Confidence),Non-Substrate,0.147,Non-Substrate  (High Confidence),Non-Inhibitor,0.006,Non-Inhibitor  (High Confidence),Non-Substrate,0.364,Non-Substrate  (Low Confidence),Inhibitor,0.693,Inhibitor  (Medium Confidence),Substrate,0.99,Substrate  (High Confidence),Inhibitor,0.641,Inhibitor  (Low Confidence),Non-Inhibitor,0.204,Non-Inhibitor  (Medium Confidence)
NVIC0078,"OC[C@H]1O[C@@]([C@@H]([C@@H]1O)O)(C#N)c1ccc2n1ncnc2N	",Non-Inhibitor,0.114,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Non-Substrate,0.061,Non-Substrate  (High Confidence),Non-Inhibitor,0.015,Non-Inhibitor  (High Confidence),Non-Substrate,0.261,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.002,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.31,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.007,Non-Inhibitor  (High Confidence),Non-Substrate,0.032,Non-Substrate  (High Confidence),Non-Inhibitor,0.016,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.028,Non-Inhibitor  (High Confidence)
NVIC0079,"CCCCCCCC/C=C\CCCCCCCC(=O)O	",Inhibitor,0.544,Inhibitor  (Low Confidence),Inhibitor,0.827,Inhibitor  (Medium Confidence),Non-Substrate,0.04,Non-Substrate  (High Confidence),Non-Inhibitor,0.421,Non-Inhibitor  (Low Confidence),Non-Substrate,0.316,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.011,Non-Inhibitor  (High Confidence),Substrate,0.998,Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.307,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Non-Substrate,0.003,Non-Substrate  (High Confidence),Non-Inhibitor,0.069,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.18,Non-Inhibitor  (Medium Confidence)
NVIC0080,"CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)/C(=C\C)/C)C(=C2[C@H]1[C@@](C)(OC(=O)C)C[C@@H]([C@]1([C@H]2OC(=O)[C@@]1(C)O)O)OC(=O)CCC)C	",Non-Inhibitor,0.222,Non-Inhibitor  (Medium Confidence),Inhibitor,0.871,Inhibitor  (High Confidence),Non-Substrate,0.093,Non-Substrate  (High Confidence),Inhibitor,0.995,Inhibitor  (High Confidence),Non-Substrate,0.234,Non-Substrate  (Medium Confidence),Inhibitor,0.992,Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.049,Non-Inhibitor  (High Confidence),Non-Substrate,0.146,Non-Substrate  (High Confidence),Inhibitor,0.896,Inhibitor  (High Confidence),Non-Substrate,0.003,Non-Substrate  (High Confidence),Inhibitor,0.759,Inhibitor  (Medium Confidence),Inhibitor,0.534,Inhibitor  (Low Confidence)
NVIC0081,"OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)c1[nH]nc2c1ncnc2N	",Non-Inhibitor,0.091,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.009,Non-Inhibitor  (High Confidence),Non-Substrate,0.014,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.274,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.322,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.008,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.034,Non-Inhibitor  (High Confidence)
NVIC0082,"C[C@H](C(C)(C)C)NC(=O)C(=O)c1ccc(cc1)C1CCCCC1	",Non-Inhibitor,0.399,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.402,Non-Inhibitor  (Low Confidence),Substrate,0.579,Substrate  (Low Confidence),Inhibitor,0.825,Inhibitor  (Medium Confidence),Substrate,0.592,Substrate  (Low Confidence),Inhibitor,0.81,Inhibitor  (Medium Confidence),Non-Substrate,0.262,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.479,Non-Substrate  (Low Confidence),Non-Inhibitor,0.325,Non-Inhibitor  (Medium Confidence),Substrate,0.62,Substrate  (Low Confidence),Non-Inhibitor,0.247,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.174,Non-Inhibitor  (Medium Confidence)
NVIC0083,"COC(=O)C1=C(C)NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OC)C	",Non-Inhibitor,0.463,Non-Inhibitor  (Low Confidence),Inhibitor,0.956,Inhibitor  (High Confidence),Non-Substrate,0.313,Non-Substrate  (Medium Confidence),Inhibitor,0.969,Inhibitor  (High Confidence),Non-Substrate,0.467,Non-Substrate  (Low Confidence),Inhibitor,0.533,Inhibitor  (Low Confidence),Non-Substrate,0.013,Non-Substrate  (High Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.276,Non-Substrate  (Medium Confidence),Inhibitor,0.653,Inhibitor  (Low Confidence),Non-Substrate,0.485,Non-Substrate  (Low Confidence),Non-Inhibitor,0.466,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.113,Non-Inhibitor  (High Confidence)
NVIC0084,"CC/C(=C(\c1ccc(cc1)O)/c1ccc(cc1)OCCN(C)C)/c1ccccc1	",Inhibitor,0.877,Inhibitor  (High Confidence),Non-Inhibitor,0.015,Non-Inhibitor  (High Confidence),Substrate,0.53,Substrate  (Low Confidence),Non-Inhibitor,0.064,Non-Inhibitor  (High Confidence),Substrate,0.5,Substrate  (Low Confidence),Non-Inhibitor,0.051,Non-Inhibitor  (High Confidence),Substrate,0.924,Substrate  (High Confidence),Inhibitor,1,Inhibitor  (High Confidence),Substrate,0.586,Substrate  (Low Confidence),Non-Inhibitor,0.159,Non-Inhibitor  (High Confidence),Substrate,0.921,Substrate  (High Confidence),Non-Inhibitor,0.221,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.235,Non-Inhibitor  (Medium Confidence)
NVIC0085,"OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc(c1C#C)C(=O)N	",Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.197,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Non-Substrate,0.29,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.185,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.081,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.015,Non-Inhibitor  (High Confidence)
NVIC0086,"[N-]=[N+]=N[C@]1(CO)O[C@H]([C@@H]([C@@H]1O)O)n1ccc(nc1=O)N	",Non-Inhibitor,0.022,Non-Inhibitor  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.053,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.524,Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.998,Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.377,Non-Substrate  (Low Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.122,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.029,Non-Inhibitor  (High Confidence)
